"IdAlumno","PromedioAcum","Genero"
"A75322",10,"F"
"A75323",71.5,"M"
"A75327",70.222,"M"
"A75328",92.4,"F"
"A75330",91.769,"F"
"A75331",89.416,"F"
"A75332",92.666,"M"
"A75334",88.857,"M"
"A75340",73.857,"F"
"A75341",86.333,"M"
"A75343",85.333,"F"
"A75346",72.846,"M"
"A75349",82.545,"M"
"A75352",92,"M"
"A75354",89,"M"
"A75356",77.75,"M"
"A75358",91.6,"M"
"A75361",82.25,"F"
"A75362",74.916,"M"
"A75364",77.333,"M"
"A75365",87.153,"M"
"A75367",83.454,"M"
"A75368",78.8,"M"
"A75370",80,"M"
"A75372",95.5,"M"
"A75373",85.214,"F"
"A75376",69.833,"M"
"A75377",98.5,"F"
"A75383",88.384,"F"
"A75402",0,"M"
"A75405",87.6,"F"
"A75408",89.416,"M"
"A75409",89.333,"M"
"A75419",92.071,"M"
"A75421",90.545,"M"
"A75423",84.866,"M"
"A75430",94.23,"F"
"A75431",69.909,"F"
"A75432",80.25,"M"
"A75434",86.384,"M"
"A75435",81.714,"M"
"A75437",82.307,"M"
"A75438",85.384,"M"
"A75439",97.857,"F"
"A75441",84.461,"M"
"A75442",85.363,"F"
"A75445",93.153,"F"
"A75446",78.266,"M"
"A75452",93.923,"M"
"A75454",68.25,"M"
"A75457",80.363,"M"
"A75464",85.09,"M"
"A75465",85.166,"F"
"A75467",82.666,"M"
"A75469",79.9,"M"
"A75470",74.083,"F"
"A75472",84.75,"F"
"A75475",67.454,"M"
"A75479",85.25,"M"
"A75481",92.461,"M"
"A75482",90.23,"F"
"A75486",79.363,"M"
"A75492",80,"F"
"A75493",89.5,"M"
"A75494",87.642,"M"
"A75495",84.916,"M"
"A75496",84.416,"M"
"A75500",78.916,"M"
"A75505",79.4,"M"
"A75510",81.928,"M"
"A75513",86.538,"M"
"A75514",84,"M"
"A75515",86.428,"M"
"A75520",91.846,"M"
"A75522",87.384,"M"
"A75536",0,"M"
"A75537",87,"M"
"A75538",82.2,"F"
"A75553",0,"M"
"A75554",89.153,"F"
"A75555",83.833,"F"
"A75557",74.214,"M"
"A75558",86.923,"F"
"A75568",85.466,"M"
"A75569",83.5,"M"
"A75572",81.666,"F"
"A75573",81.833,"M"
"A75575",76.083,"M"
"A75578",89.166,"F"
"A75592",91.833,"F"
"A75593",87.5,"F"
"A75595",86.23,"F"
"A75605",93.25,"F"
"A75608",87.071,"F"
"A75609",83,"M"
"A75614",89.428,"F"
"A75616",87,"M"
"A75618",92.333,"M"
"A75620",75.636,"M"
"A75621",77.666,"M"
"A75622",90.25,"F"
"A75624",90.636,"F"
"A75627",96.416,"M"
"A75628",93.833,"F"
"A75634",0,"F"
"A75635",81.692,"M"
"A75637",78.272,"F"
"A75638",84.833,"M"
"A75640",94.285,"M"
"A75641",89.25,"M"
"A75642",81.727,"M"
"A75644",77.857,"M"
"A75645",80.166,"M"
"A75646",74.083,"M"
"A75649",0,"F"
"A75651",69.6,"F"
"A75652",72.916,"M"
"A75653",72,"M"
"A75654",78.666,"M"
"A75655",88.714,"F"
"A75656",83.5,"M"
"A75659",90.466,"M"
"A75660",82.384,"M"
"A75661",86,"M"
"A75663",65.285,"M"
"A75666",85.266,"F"
"A75667",92,"M"
"A75668",89.111,"F"
"A75669",71.727,"F"
"A75671",90.083,"M"
"A75672",91,"M"
"A75673",80.888,"M"
"A75676",87.846,"F"
"A75677",0,"F"
"A75682",79.2,"M"
"A75688",59.888,"M"
"A75690",79.812,"M"
"A75699",84.916,"F"
"A75700",0,"F"
"A75703",78.538,"M"
"A75711",77.083,"F"
"A75722",0,"M"
"A75781",81.071,"M"
"A75798",73.1,"M"
"A75807",86.307,"M"
"A75808",81.428,"M"
"A75809",0,"M"
"A75811",93.307,"F"
"A75816",95.777,"F"
"A75817",72.454,"M"
"A75818",87.4,"M"
"A75819",84.307,"M"
"A75822",92.5,"M"
"A75823",77.769,"M"
"A75824",86.333,"F"
"A75826",93.153,"M"
"A75827",72.615,"M"
"A75828",78.444,"F"
"A75830",79.909,"M"
"A75833",80.25,"F"
"A75834",79.692,"M"
"A75835",85.181,"M"
"A75836",58.5,"M"
"A75839",86.071,"M"
"A75841",72.4,"M"
"A75843",69.571,"M"
"A75844",84.153,"M"
"A75845",80.312,"M"
"A75847",84.692,"F"
"A75848",83.454,"F"
"A75851",0,"M"
"A75852",82.666,"M"
"A75853",88.125,"M"
"A75854",88.692,"F"
"A75855",84.692,"M"
"A75858",79.454,"M"
"A75859",81.769,"F"
"A75862",63.384,"M"
"A75864",89.928,"F"
"A75869",74.666,"M"
"A75874",74,"M"
"A75880",89.714,"F"
"A75883",81.09,"F"
"A75888",79.636,"F"
"A75894",87.25,"M"
"A75896",92.538,"F"
"A75900",84.933,"M"
"A75902",81.416,"M"
"A75903",80.428,"F"
"A75904",78.8,"M"
"A75905",77.9,"M"
"A75906",94.454,"F"
"A75909",84.923,"F"
"A75910",85.75,"M"
"A75929",84.416,"F"
"A75935",64,"M"
"A75947",0,"M"
"A75948",0,"F"
"A75949",88.666,"F"
"A75950",83.416,"F"
"A75952",86,"M"
"A75953",81.833,"M"
"A75958",90,"M"
"A75963",77.181,"M"
"A75966",78.714,"M"
"A75967",80.357,"M"
"A75969",87.636,"F"
"A75987",87.9,"M"
"A75988",84.222,"M"
"A75991",96.785,"M"
"A75993",95.857,"M"
"A75994",88.647,"M"
"A75995",88.363,"F"
"A75996",74.888,"M"
"A75998",83.307,"F"
"A75999",75.333,"M"
"A76001",86.416,"M"
"A76004",79.785,"F"
"A76005",76.916,"M"
"A76006",82.8,"F"
"A76007",66.333,"M"
"A76020",92,"F"
"A76022",78.833,"F"
"A76024",82,"M"
"A76033",85.384,"M"
"A76034",84.272,"F"
"A76035",90.5,"M"
"A76036",83.461,"M"
"A76037",73.545,"M"
"A76039",85.083,"F"
"A76042",79,"M"
"A76043",86.5,"F"
"A76044",85.818,"F"
"A76046",85,"M"
"A76047",71.6,"M"
"A76048",72.8,"M"
"A76054",82.25,"M"
"A76055",88,"F"
"A76058",87.25,"M"
"A76060",78.3,"M"
"A76091",77.833,"M"
"A76092",76,"M"
"A76093",83.285,"M"
"A76094",85.545,"F"
"A76095",82.5,"F"
"A76101",65,"M"
"A76109",80.666,"F"
"A76110",86.833,"F"
"A76145",77.916,"M"
"A76146",80.153,"F"
"A76147",86.166,"M"
"A76150",68.909,"M"
"A76151",89.6,"M"
"A76154",96.076,"M"
"A76155",67.416,"M"
"A76162",86.142,"M"
"A76163",89.166,"F"
"A76164",69.9,"F"
"A76167",87.733,"M"
"A76168",71.076,"M"
"A76169",76.076,"F"
"A76170",54,"F"
"A76176",82.333,"F"
"A76177",77.083,"F"
"A76181",77.25,"M"
"A76182",83,"M"
"A76183",52.5,"M"
"A76184",70.75,"M"
"A76185",81.555,"F"
"A76186",88.538,"F"
"A76188",83.363,"F"
"A76190",80,"F"
"A76196",69.3,"M"
"A76197",85.461,"F"
"A76198",87.916,"M"
"A76199",84.866,"F"
"A76200",88.615,"M"
"A76201",81.666,"M"
"A76202",91.071,"M"
"A76203",78.733,"M"
"A76206",85.545,"F"
"A76213",61.692,"F"
"A76216",86.846,"M"
"A76218",83.4,"M"
"A76219",0,"M"
"A76220",84.909,"F"
"A76221",74.25,"F"
"A76227",83.363,"F"
"A76230",95.692,"M"
"A76231",72.09,"M"
"A76239",81.636,"F"
"A76244",84.083,"M"
"A76247",85.642,"F"
"A76270",89,"F"
"A76271",85.785,"M"
"A76272",73.083,"M"
"A76273",78.583,"F"
"A76274",79.916,"M"
"A76308",82.666,"M"
"A76322",79.545,"F"
"A76323",85.75,"M"
"A76334",76.642,"M"
"A76337",0,"F"
"A76338",75.214,"M"
"A76339",72.25,"M"
"A76340",90.928,"M"
"A76343",75.333,"M"
"A76344",97,"F"
"A76348",71.8,"M"
"A76359",84.727,"M"
"A76364",86.133,"M"
"A76367",89.928,"F"
"A76368",76.111,"M"
"A76371",91.384,"F"
"A76377",75.5,"F"
"A76385",91.166,"M"
"A76386",82.545,"M"
"A76388",81.833,"F"
"A76389",0,"M"
"A76390",77,"M"
"A76391",71.583,"M"
"A76393",81.333,"F"
"A76394",79.333,"F"
"A76397",72.636,"M"
"A76398",96.916,"F"
"A76399",75.111,"F"
"A76400",77.571,"M"
"A76403",68.555,"M"
"A76404",89.357,"F"
"A76407",80.09,"M"
"A76420",81.642,"M"
"A76421",76.642,"M"
"A76422",74.166,"M"
"A76423",0,"M"
"A76425",87.583,"M"
"A76432",78,"F"
"A76433",83.357,"F"
"A76434",84.818,"F"
"A76435",83.5,"M"
"A76436",76,"M"
"A76437",81.25,"M"
"A76438",90.461,"M"
"A76439",77.272,"M"
"A76440",0,"F"
"A76442",83.75,"F"
"A76443",82.166,"F"
"A76444",88.833,"M"
"A76446",85.777,"M"
"A76447",79.615,"M"
"A76450",0,"M"
"A76451",76.727,"F"
"A76454",73.8,"M"
"A76455",51.777,"M"
"A76459",70,"M"
"A76460",27.4,"M"
"A76461",83.692,"M"
"A76463",88.727,"F"
"A76464",0,"F"
"A76465",77.714,"M"
"A76467",73.333,"M"
"A76470",75.818,"F"
"A76471",76,"M"
"A76473",94.692,"F"
"A76474",74.583,"M"
"A76475",75.461,"M"
"A76476",88.75,"M"
"A76478",90.357,"M"
"A76481",64.181,"M"
"A76482",81.272,"M"
"A76484",81.153,"M"
"A76486",80,"M"
"A76487",63.666,"F"
"A76488",0,"F"
"A76524",85.75,"M"
"A76525",0,"M"
"A76528",0,"M"
"A76533",0,"M"
"A76536",0,"M"
"A76537",64.2,"F"
"A76539",91.166,"M"
"A76574",93.875,"F"
"A76575",97.2,"F"
"A76577",0,"M"
"A76585",95.142,"F"
"A76586",95.666,"F"
"A76590",86,"F"
"A76591",91.75,"M"
"A76592",0,"F"
"A76593",0,"M"
"A76594",0,"M"
"A76598",0,"M"
"A76605",0,"M"
"A76606",0,"M"
"A76608",0,"M"
"A76612",0,"F"
"A76615",0,"M"
"A76616",0,"F"
"A76618",0,"F"
"A76619",0,"M"
"A76621",0,"M"
"A76622",0,"M"
"A76623",0,"F"
"A76625",0,"F"
"A76626",97,"M"
"A76632",0,"F"
"A76635",0,"M"
"A76636",0,"M"
"A76641",0,"F"
"A76645",0,"F"
"A76646",0,"F"
"A76648",0,"M"
"A76649",0,"F"
"A76651",73.8,"M"
"A76653",0,"M"
"A76654",0,"F"
"A76655",98.857,"F"
"A76660",0,"M"
"A76661",0,"M"
"A76662",0,"M"
"A76663",0,"M"
"A76666",0,"M"
"A76668",82.5,"M"
"A76669",88.857,"M"
"A76670",0,"F"
"A76682",0,"F"
"A76688",0,"F"
"A76689",0,"F"
"A76698",0,"M"
"A76700",0,"M"
"A76705",0,"M"
"A76707",0,"M"
"A76710",0,"M"
"A76711",0,"M"
"A76713",0,"F"
"A76752",87.166,"M"
"A76759",0,"M"
"A76783",0,"M"
"A76785",0,"M"
"A76823",87.166,"F"
"A76829",0,"M"
"A76830",72.428,"F"
"A76832",75.666,"F"
"A76840",0,"F"
"A76841",70,"M"
"A76842",85.166,"M"
"A76844",88.714,"F"
"A76845",0,"M"
"A76846",0,"F"
"A76848",0,"F"
"A76850",88,"M"
"A76852",0,"M"
"A76854",0,"F"
"A76860",0,"M"
"A76866",0,"M"
"A76867",76.166,"F"
"A76875",0,"F"
"A76881",96,"F"
"A76884",0,"M"
"A76886",0,"M"
"A76890",97.5,"F"
"A76891",94.333,"M"
"A76893",0,"M"
"A76895",0,"M"
"A76900",0,"M"
"A76901",0,"M"
"A76904",0,"F"
"A76921",0,"M"
"A76929",0,"M"
"A76939",0,"M"
"A76961",0,"M"
"A76962",0,"M"
"A76963",0,"F"
"A76980",98.571,"M"
"A76997",0,"F"
"A77033",90.4,"F"
"A77034",0,"M"
"A77037",0,"M"
"A77038",88.5,"M"
"A77039",71.6,"M"
"A77040",0,"M"
"A77044",0,"F"
"A77045",0,"F"
"A77046",93.333,"F"
"A77049",0,"M"
"A77050",0,"F"
"A77051",0,"M"
"A77052",0,"M"
"A77054",0,"M"
"A77056",0,"M"
"A77058",0,"F"
"A77060",0,"M"
"A77061",84,"F"
"A77062",87.166,"F"
"A77063",0,"F"
"A77064",0,"F"
"A77065",0,"F"
"A77066",0,"M"
"A77068",0,"F"
"A77069",0,"M"
"A77070",0,"F"
"A77071",0,"M"
"A77072",0,"F"
"A77073",0,"F"
"A77075",0,"F"
"A77079",0,"M"
"A77080",0,"M"
"A77081",0,"M"
"A77084",0,"F"
"A77085",79,"M"
"A77086",0,"F"
"A77089",0,"F"
"A77094",0,"M"
"A77095",0,"M"
"A77098",83.5,"M"
"A77101",70.444,"M"
"A77148",0,"M"
"A77188",89.142,"M"
"A77189",0,"M"
"A77190",90.833,"M"
"A77192",90.833,"F"
"A77194",79.666,"M"
"A77210",93,"F"
"A77211",83.833,"M"
"A77216",61,"F"
"A77222",0,"F"
"A77224",0,"F"
"A77225",0,"M"
"A77227",0,"F"
"A77230",0,"F"
"A77231",0,"M"
"A77234",0,"M"
"A77235",90,"F"
"A77236",86.166,"M"
"A77237",69.8,"M"
"A77238",71,"M"
"A77239",79.714,"M"
"A77242",85.5,"M"
"A77243",0,"M"
"A77244",85.833,"F"
"A77245",0,"M"
"A77247",92.166,"F"
"A77248",0,"M"
"A77249",89.6,"M"
"A77250",0,"M"
"A77252",91,"F"
"A77253",0,"M"
"A77255",77.166,"M"
"A77261",0,"M"
"A77262",0,"M"
"A77264",0,"M"
"A77265",0,"M"
"A77267",78.166,"F"
"A77270",81.666,"M"
"A77271",70.142,"M"
"A77274",83.333,"M"
"A77275",0,"M"
"A77276",74,"M"
"A77278",74.5,"M"
"A77280",88.666,"F"
"A77282",55.2,"M"
"A77284",88.285,"M"
"A77285",0,"F"
"A77286",80,"M"
"A77287",0,"F"
"A77288",67.375,"M"
"A77289",0,"F"
"A77290",0,"M"
"A77291",0,"M"
"A77294",74.333,"F"
"A77295",85.5,"M"
"A77296",90.75,"M"
"A77297",0,"M"
"A77298",0,"F"
"A77299",0,"M"
"A77300",0,"M"
"A77304",0,"M"
"A77305",86.25,"M"
"A77306",84,"F"
"A77308",0,"M"
"A77309",0,"M"
"A77310",0,"M"
"A77311",0,"F"
"A77313",0,"F"
"A77316",0,"M"
"A77319",0,"M"
"A77320",0,"M"
"A77323",0,"F"
"A77327",0,"M"
"A77329",0,"M"
"A77333",0,"F"
"A77334",0,"F"
"A77336",0,"M"
"A77339",0,"M"
"A77345",0,"F"
"A77346",0,"F"
"A77347",0,"M"
"A77348",0,"F"
"A77350",0,"F"
"A77351",0,"F"
"A77352",0,"M"
"A77354",0,"M"
"A77356",0,"F"
"A77357",0,"F"
"A77359",0,"M"
"A77360",0,"M"
"A77361",0,"F"
"A77363",0,"M"
"A77369",0,"F"
"A77370",0,"F"
"A77372",0,"F"
"A77376",0,"F"
"A77377",0,"F"
"A77378",0,"F"
"A77380",0,"M"
"A77385",0,"F"
"A77386",0,"F"
"A77387",0,"M"
"A77388",0,"M"
"A77390",0,"F"
"A77392",0,"M"
"A77393",0,"F"
"A77397",0,"F"
"A77398",0,"M"
"A77399",0,"M"
"A77400",0,"M"
"A77401",0,"M"
"A77402",0,"F"
"A77404",0,"F"
"A77406",0,"M"
"A77408",0,"F"
"A77411",0,"F"
"A77413",0,"F"
"A77415",0,"M"
"A77416",0,"F"
"A77421",0,"F"
"A77422",0,"F"
"A77424",0,"M"
"A77425",0,"M"
"A77427",0,"M"
"A77433",0,"F"
"A77436",0,"M"
"A77437",0,"M"
"A77441",0,"M"
"A77444",0,"M"
"A77446",0,"F"
"A77447",0,"F"
"A77448",0,"M"
"A77449",0,"M"
"A77450",0,"M"
"A77451",0,"M"
"A77452",0,"M"
"A77454",0,"F"
"A77459",0,"M"
"A77461",0,"M"
"A77463",0,"F"
"A77465",0,"M"
"A77466",0,"M"
"A77470",0,"M"
"A77471",0,"F"
"A77474",0,"M"
"A77475",0,"M"
"A77477",0,"F"
"A77478",0,"F"
"A77479",0,"M"
"A77480",0,"M"
"A77481",0,"M"
"A77482",0,"M"
"A77485",0,"M"
"A77488",0,"M"
"A77490",0,"F"
"A77495",0,"M"
"A77496",0,"M"
"A77500",0,"M"
"A77503",0,"M"
"A77504",0,"F"
"A77505",0,"M"
"A77508",0,"M"
"A77509",0,"M"
"A77510",0,"M"
"A77513",0,"M"
"A77514",0,"F"
"A77517",0,"F"
"A77518",0,"M"
"A77519",0,"F"
"A77523",0,"F"
"A77527",0,"F"
"A77528",0,"M"
"A77529",0,"M"
"A77530",0,"M"
"A77538",0,"M"
"A77539",0,"M"
"A77540",0,"F"
"A77545",0,"F"
"A77547",0,"F"
"A77548",0,"F"
"A77551",0,"M"
"A77552",0,"M"
"A77556",0,"F"
"A77562",0,"F"
"A77563",0,"F"
"A77564",0,"M"
"A77570",0,"M"
"A77572",0,"F"
"A77574",0,"M"
"A77576",0,"M"
"A77578",0,"M"
"A77579",0,"M"
"A77581",0,"M"
"A77582",0,"F"
"A77584",0,"F"
"A77585",0,"F"
"A77586",0,"F"
"A77587",0,"M"
"A77588",0,"M"
"A77590",0,"F"
"A77592",0,"F"
"A77599",0,"M"
"A77600",0,"M"
"A77601",0,"M"
"A77603",0,"F"
"A77604",0,"F"
"A77605",0,"M"
"A77608",0,"F"
"A77610",0,"F"
"A77616",0,"F"
"A77641",0,"M"
"A77659",0,"F"
"A77660",0,"M"
"A77661",0,"M"
"A77663",0,"F"
"A77664",0,"F"
"A77666",0,"F"
"A77669",0,"M"
"A77672",0,"M"
"A77675",0,"M"
"A77676",0,"M"
"A77680",0,"M"
"A77681",0,"F"
"A77682",0,"F"
"A77683",0,"M"
"A77684",0,"M"
"A77686",0,"M"
"A77687",0,"F"
"A77688",0,"M"
"A77689",0,"F"
"A77692",0,"F"
"A77693",0,"M"
"A77694",0,"F"
"A77696",0,"M"
"A77698",0,"F"
"A77702",0,"M"
"A77704",0,"F"
"A77705",0,"F"
"A77706",0,"M"
"A77709",0,"F"
"A77711",0,"F"
"A77714",0,"M"
"A77715",0,"M"
"A77717",0,"F"
"A77719",0,"F"
"A77720",0,"M"
"A77721",0,"F"
"A77724",0,"F"
"A77726",0,"F"
"A77728",0,"M"
"A77733",0,"F"
"A77734",0,"F"
"A77735",0,"F"
"A77736",0,"F"
"A77738",0,"M"
"A77741",0,"M"
"A77742",0,"M"
"A77744",0,"M"
"A77745",0,"M"
"A77748",0,"M"
"A77749",0,"M"
"A77750",0,"M"
"A77754",0,"M"
"A77756",0,"F"
"A77757",0,"F"
"A77759",0,"M"
"A77761",0,"M"
"A77762",0,"M"
"A77763",0,"F"
"A77764",0,"F"
"A77765",0,"M"
"A77767",0,"F"
"A77771",0,"F"
"A77774",0,"M"
"A77776",0,"M"
"A77778",0,"M"
"A77781",0,"M"
"A77784",0,"M"
"A77786",0,"M"
"A77787",0,"F"
"A77788",0,"F"
"A77791",0,"M"
"A77797",0,"F"
"A77799",0,"F"
"A77807",0,"F"
"A77809",0,"F"
"A77813",0,"F"
"A77817",0,"M"
"A77820",0,"F"
"A77821",0,"M"
"A77822",0,"M"
"A77823",0,"F"
"A77824",0,"M"
"A77826",0,"F"
"A77829",0,"M"
"A77830",0,"F"
"A77831",0,"F"
"A77832",0,"F"
"A77833",0,"F"
"A77834",0,"M"
"A77836",0,"F"
"A77837",0,"M"
"A77838",0,"F"
"A77841",0,"M"
"A77843",0,"M"
"A77846",0,"M"
"A77847",0,"M"
"A77848",0,"M"
"A77851",0,"F"
"A77852",0,"M"
"A77853",0,"M"
"A77855",0,"M"
"A77856",0,"M"
"A77857",0,"M"
"A77859",0,"M"
"A77861",0,"F"
"A77862",0,"M"
"A77863",0,"M"
"A77864",0,"M"
"A77865",0,"M"
"A77866",0,"M"
"A77867",0,"F"
"A77868",0,"F"
"A77869",0,"M"
"A77870",0,"M"
"A77872",0,"F"
"A77874",0,"M"
"A77875",0,"F"
"A77877",0,"M"
"A77882",0,"M"
"A77883",0,"F"
"A77884",0,"F"
"A77885",0,"M"
"A77886",0,"M"
"A77888",0,"M"
"A77889",0,"M"
"A77902",0,"M"
"A77913",0,"M"
"A77914",0,"F"
"A77915",0,"F"
"A77917",0,"M"
"A77920",0,"M"
"A77921",0,"F"
"A77926",0,"M"
"A77927",0,"M"
"A77929",0,"M"
"A77932",0,"M"
"A77933",0,"M"
"A77934",0,"M"
"A77937",0,"M"
"A77938",0,"M"
"A77940",0,"F"
"A77942",0,"M"
"A77944",0,"M"
"A77945",0,"F"
"A77946",0,"F"
"A77947",0,"M"
"A77948",0,"M"
"A77950",0,"M"
"A77952",0,"F"
"A77953",0,"M"
"A77954",0,"M"
"A77955",0,"M"
"A77956",0,"M"
"A77958",0,"F"
"A77959",0,"M"
"A77960",0,"M"
"A77969",0,"M"
"A77977",0,"M"
"A77997",0,"M"
"A78005",0,"M"
"A78008",0,"F"
"A78018",0,"F"
"A78019",0,"M"
"A78020",0,"M"
"A78021",0,"M"
"A78022",0,"M"
"A78023",0,"M"
"A78024",0,"M"
"A78025",0,"F"
"A78026",0,"F"
"A78028",0,"F"
"A78029",0,"F"
"A78030",0,"M"
"A78031",0,"F"
"A78032",0,"M"
"A78033",0,"F"
"A78035",0,"M"
"A78036",0,"M"
"A78038",0,"F"
"A78040",0,"M"
"A78047",0,"M"
"A78054",0,"M"
"A78058",0,"M"
"A78067",0,"M"
"A78069",0,"F"
"A78071",0,"M"
"A78072",0,"F"
"A78073",0,"M"
"A78074",0,"M"
"A78075",0,"M"
"A78082",0,"M"
"A78084",0,"M"
"A78093",0,"M"
"A78094",0,"F"
"A78095",0,"M"
"A78096",0,"M"
"A78097",0,"M"
"A78098",0,"F"
"A78104",0,"M"
"A78105",0,"M"
"A78107",0,"M"
"A78109",0,"M"
"A78112",0,"F"
"A78114",0,"F"
"A78115",0,"F"
"A78137",0,"M"
"A78187",0,"M"
"A78189",0,"M"
"A78190",0,"M"
"A78198",0,"M"
"A78215",0,"F"
"A78217",0,"F"
"A78218",0,"F"
"A78219",0,"M"
"A78242",0,"M"
"A78255",0,"F"
"A78260",0,"M"
"A78273",0,"F"
"A78276",0,"M"
"A78277",0,"F"
"A78283",0,"M"
"A78285",0,"F"
"A78286",0,"F"
"A78287",0,"F"
"A78289",0,"M"
"A78290",0,"F"
"A78291",0,"M"
"A78294",0,"M"
"A78295",0,"M"
"A78297",0,"M"
"A78298",0,"M"
"A78300",0,"F"
"A78301",0,"M"
"A78304",0,"M"
"A78306",0,"M"
"A78307",0,"F"
"A78318",0,"M"
"A78321",0,"M"
"A78322",0,"M"
"A78323",0,"M"
"A78326",0,"M"
"A78328",0,"M"
"A78329",0,"M"
"A78339",0,"M"
"A78340",0,"M"
"A78342",0,"M"
"A78344",0,"M"
"A78345",0,"M"
"A78346",0,"M"
"A78347",0,"M"
"A78348",0,"F"
"A78349",0,"M"
"A78351",0,"F"
"A78354",0,"M"
"A78356",0,"M"
"A78357",0,"M"
"A78359",0,"M"
"A78361",0,"F"
"A78362",0,"M"
"A78364",0,"M"
"A78365",0,"M"
"A78367",0,"M"
"A78368",0,"M"
"A78369",0,"F"
"A78372",0,"M"
"A78373",0,"M"
"A78374",0,"M"
"A78375",0,"F"
"A78379",0,"M"
"A78380",0,"F"
"A78381",0,"F"
"A78382",0,"M"
"A78383",0,"M"
"A78384",0,"M"
"A78386",0,"F"
"A78389",0,"M"
"A78390",0,"F"
"A78391",0,"M"
"A78392",0,"M"
"A78394",0,"M"
"A78395",0,"F"
"A78397",0,"M"
"A78399",0,"M"
"A78400",0,"F"
"A78402",0,"M"
"A78404",0,"F"
"A78406",0,"M"
"A78408",0,"M"
"A78409",0,"F"
"A78410",0,"M"
"A78411",0,"F"
"A78412",0,"M"
"A78413",0,"F"
"A78414",0,"F"
"A78415",0,"M"
"A78416",0,"M"
"A78421",0,"M"
"A78423",0,"F"
"A78424",0,"F"
"A78425",0,"M"
"A78426",0,"M"
"A78427",0,"M"
"A78430",0,"F"
"A78431",0,"F"
"A78432",0,"M"
"A78433",0,"M"
"A78435",0,"M"
"A78436",0,"F"
"A78441",0,"M"
"A78442",0,"F"
"A78443",0,"F"
"A78444",0,"M"
"A78445",0,"M"
"A78448",0,"F"
"A78450",0,"F"
"A78451",0,"F"
"A78452",0,"M"
"A78455",0,"F"
"A78456",0,"F"
"A78457",0,"M"
"A78459",0,"F"
"A78462",0,"F"
"A78463",0,"F"
"A78466",0,"F"
"A78475",0,"F"
"A78482",0,"M"
"A78484",0,"M"
"A78488",0,"F"
"A78489",0,"M"
"A78490",0,"F"
"A78502",0,"F"
"A78503",0,"F"
"A78505",0,"M"
"A78507",0,"M"
"A78528",0,"M"
"A78573",0,"F"
"A78588",0,"M"
"A78609",0,"F"
"A78614",0,"M"
"A78624",0,"M"
"A78628",0,"M"
"A78629",0,"M"
"A78630",0,"F"
"A78633",0,"M"
"A78634",0,"M"
"A78635",0,"F"
"A78641",0,"F"
"A78642",0,"F"
"A78645",0,"F"
"A78673",0,"F"
"A78675",0,"F"
"A78678",0,"F"
"A78680",0,"M"
"A78681",0,"M"
"A78683",0,"M"
"A78684",0,"M"
"A78685",0,"F"
"A78686",0,"F"
"A78701",0,"F"
"A78702",0,"M"
"A78709",0,"M"
"A78710",0,"M"
"A78712",0,"F"
"A78713",0,"F"
"A78722",0,"F"
"A78723",0,"F"
"A78727",0,"M"
"A78731",0,"M"
"A78736",0,"M"
"A78737",0,"M"
"A78738",0,"M"
"A78739",0,"M"
"A78741",0,"M"
"A78747",0,"F"
"A78756",0,"M"
"A78757",0,"M"
"A78758",0,"F"
"A78760",0,"F"
"A78761",0,"F"
"A78763",0,"F"
"A78766",0,"M"
"A78767",0,"F"
"A78769",0,"M"
"A78770",0,"F"
"A78771",0,"M"
"A78781",0,"F"
"A78783",0,"M"
"A78785",0,"M"
"A78786",0,"M"
"A78787",0,"M"
"A78788",0,"M"
"A78803",0,"M"
"A78839",0,"M"
"A78849",0,"M"
"A78855",0,"M"
"A78930",0,"M"
"A78932",0,"M"
"A78934",0,"M"
"A78935",0,"M"
"A78936",0,"M"
"A78937",0,"M"
"A78938",0,"F"
"A78939",0,"M"
"A78940",0,"F"
"A78941",0,"F"
"A78942",0,"M"
"A78969",0,"M"
"A78973",0,"M"
"A78990",0,"M"
"A78992",0,"M"
"A78993",0,"M"
"A78999",0,"F"
"A79001",0,"M"
"A79002",0,"F"
"A79004",0,"M"
"A79005",0,"F"
"A79008",0,"F"
"A79009",0,"M"
"A79010",0,"M"
"A79027",0,"M"
"A79033",0,"M"
"A79036",0,"M"
"A79037",0,"M"
"A79038",0,"M"
"A79039",0,"F"
"A79040",0,"M"
"A79042",0,"M"
"A79043",0,"M"
"A79044",0,"F"
"A79047",0,"F"
"A79048",0,"M"
"A79049",0,"F"
"A79050",0,"M"
"A79051",0,"M"
"A79052",0,"F"
"A79053",0,"M"
"A79054",0,"M"
"A79055",0,"M"
"A79056",0,"F"
"A79057",0,"F"
"A79058",0,"F"
"A79059",0,"F"
"A79060",0,"M"
"A79061",0,"F"
"A79083",0,"M"
"A79084",0,"M"
"A79085",0,"F"
"A79086",0,"F"
"A79088",0,"F"
"A79089",0,"F"
"A79090",0,"F"
"A79091",0,"F"
"A79092",0,"M"
"A79094",0,"M"
"A79097",0,"F"
"A79098",0,"M"
"A79099",0,"F"
"A79100",0,"M"
"A79101",0,"F"
"A79103",0,"M"
"A79105",0,"M"
"A79115",0,"F"
"A79124",0,"M"
"A79126",0,"F"
"A79127",0,"F"
"A79128",0,"M"
"A79130",0,"M"
"A79131",0,"F"
"A79132",0,"M"
"A79133",0,"M"
"A79134",0,"F"
"A79136",0,"F"
"A79137",0,"M"
"A79138",0,"M"
"A79141",0,"M"
"A79143",0,"F"
"A79145",0,"F"
